Dates,FTSEPrice,MSCIPrice,VWOBid,VWOAsk,VWOPrice,EMFBid,EMFAsk,EMFVolume,EMFOI,FMEMOI,FMEMVolume,EMFPrice,FMEMBid,FMEMAsk,FMEMTrade,VWOAdjBid,VWOAdjAsk,VWOAdjPrice,EMFAdjBid,EMFAdjAsk,EMFAdjPrice,FMEMAdjBid,FMEMAdjAsk,FMEMAdjPrice,VWOBuy10DRet,VWOSell10DRet,VWOTrade10DRet,EMFBuy10DRet,EMFSell10DRet,EMFTrade10DRet,FMEMBuy10DRet,FMEMSell10DRet,FMEMTrade10DRet,EMFBuyHedge,EMFSellHedge,EMFTradeHedge,FMEMBuyHedge,FMEMSellHedge,FMEMTradeHedge,EMFvsFMEM_BuyHedge,EMFvsFMEM_SellHedge,EMFvsFMEM_TradeHedge,FTSE10DRet,FTSE10PRet
5/21/2015,525.47,1032.7,43.85,43.84,43.88,524.25,525.65,#N/A N/A,87,383240,14344,525.65,1033.1,1038.8,1032.7,52620,52608,52656,52425,52565,52565,51655,51940,51635,-2652,2604,-2556,-2745,2385,-2525,-3070,2410,-2720,-141,-267,-31,-466,-242,164,-325,25,-133,-2198,-0.006633697
5/22/2015,526.94,1037.62,43.96,43.92,44.01,525.9,526.8,40,87,383850,17319,525.9,1026.1,1035.4,1036,52752,52704,52812,52590,52680,52590,51305,51770,51800,-2988,3036,-3024,-3135,2785,-2785,#VALUE!,#VALUE!,-3165,-99,-203,-239,#VALUE!,#VALUE!,141,#VALUE!,#VALUE!,98,-2679,-0.003518944
5/25/2015,525.71,1035.33,NA,NA,NA,518.5,519.35,#N/A N/A,127,383850,344,525.65,#N/A N/A,#N/A N/A,1036,51972,52020,52812,51850,51935,52565,51000,51240,51800,#VALUE!,#VALUE!,-3060,#VALUE!,#VALUE!,-2760,#VALUE!,#VALUE!,-3125,#VALUE!,#VALUE!,-300,#VALUE!,#VALUE!,65,#VALUE!,#VALUE!,235,-2732,-0.006641385
5/26/2015,521.66,1026.45,43.31,43.35,43.43,518.5,519.35,#N/A N/A,127,381942,26854,519.35,1020,1024.8,1020.2,51972,52020,52116,51850,51935,51935,51000,51240,51010,-2688,2616,-2676,-2810,2375,-2460,-3735,2500,-2655,-194,-313,-216,-1119,-188,-21,-925,125,195,-2658,0.008362285
5/27/2015,519.57,1019.09,43.42,43.42,43.45,520.05,520.75,#N/A N/A,127,384233,17414,520.05,1015.2,1025.7,1020.5,52104,52104,52140,52005,52075,52005,50760,51285,51025,-2052,2004,-1980,-2170,1815,-2100,-2285,1665,-1995,-166,-237,120,-281,-387,15,-115,-150,105,-2035,-0.002503906
5/28/2015,513.75,1009.52,42.81,42.83,42.89,512.1,513.2,#N/A N/A,127,385111,31713,513.2,1008,1012,1006.8,51372,51396,51468,51210,51320,51320,50400,50600,50340,-1548,1476,-1524,-1575,1160,-1415,-2050,1445,-1525,-99,-388,-109,-574,-103,1,-475,285,108,-1578,0.004779404
5/29/2015,511.14,1004.22,42.34,42.33,42.41,507.7,510.05,#N/A N/A,127,380692,44742,510.05,996,1007.9,996.9,50808,50796,50892,50770,51005,51005,49800,50395,49845,-936,1008,-1008,-1325,805,-1040,-2645,705,-990,-317,-131,32,-1637,-231,-18,-1320,-100,14,-1079,-0.00891376
6/1/2015,511.37,1002.93,42.31,42.28,42.3,505.65,507.2,#N/A N/A,127,376605,29470,507.2,990.1,997,994.6,50772,50736,50760,50565,50720,50720,49505,49850,49730,-1380,1476,-1356,#VALUE!,#VALUE!,-755,-2850,1505,-1880,#VALUE!,#VALUE!,-601,-1374,125,524,#VALUE!,#VALUE!,77,-1548,-0.00423481
6/2/2015,510.63,999.87,42.46,42.4,42.48,498.85,511.05,#N/A N/A,127,380983,25332,507.2,998.7,1000.9,998.7,50952,50880,50976,49885,51105,50720,49935,50045,49935,-1416,1512,-1500,-1840,320,-1155,-2605,1935,-2150,-328,-1096,-345,-1093,519,650,-765,577,-305,-1684,0.003928796
6/3/2015,507.83,995.83,42.25,42.29,42.35,504.9,507.15,#N/A N/A,127,384058,21007,507.15,992.5,999.3,993.3,50700,50748,50820,50490,50715,50715,49625,49965,49665,-972,1020,-1068,-1195,660,-1150,-2390,875,-1595,-175,-312,82,-1370,-97,527,-1195,215,-445,-1210,
6/4/2015,503.49,988.05,41.63,41.68,41.75,498.2,500.4,#N/A N/A,127,385195,27937,500.4,977.4,984.9,978.3,49956,50016,50100,49820,50040,50040,48870,49245,48915,204,-228,1716,#VALUE!,#VALUE!,-475,-925,175,-345,#VALUE!,#VALUE!,2191,-1153,379,2061,#VALUE!,#VALUE!,130,-349,
6/5/2015,500.15,982.14,41.43,41.43,41.49,495.45,498.05,#N/A N/A,127,387257,37644,498.05,#N/A N/A,#N/A N/A,972.7,49716,49716,49788,49545,49805,49805,47505,48900,48635,48,-60,0,#VALUE!,#VALUE!,10,#VALUE!,#VALUE!,-440,#VALUE!,#VALUE!,-10,#VALUE!,#VALUE!,440,#VALUE!,#VALUE!,-430,-200,
6/8/2015,498.39,977.09,41.41,41.4,41.46,491.25,494.75,,,383836,27851,498.05,950.1,978,973.5,49692,49680,49752,49125,49475,49805,47505,48900,48675,-49680,49692,-49752,#VALUE!,#VALUE!,-49805,-48900,47505,-48675,#VALUE!,#VALUE!,53,792,-2175,-1077,#VALUE!,#VALUE!,-1024,-49839,
6/9/2015,495.08,971.09,41.11,41.13,41.2,491.25,494.75,,,374415,40168,494.75,950.1,970,967.1,49332,49356,49440,49125,49475,49475,47505,48500,48355,-49356,49332,-49440,-49475,49125,-49475,-48500,47505,-48355,-143,-231,35,832,-1851,-1085,-689,-1620,-1050,-49508,
6/10/2015,499.22,977.85,41.71,41.75,41.8,499.05,501.9,,,352559,58523,499.05,980,981.9,980.6,50052,50100,50160,49905,50190,49905,49000,49095,49030,-50100,50052,-50160,-50190,49905,-49905,-49095,49000,-49030,-138,-195,-255,957,-1100,-1130,-819,-905,-875,-49922,
6/11/2015,497.97,976.78,41.54,41.58,41.62,497.45,500.5,,,309394,77718,499.05,971,979.1,976.3,49848,49896,49944,49745,50050,49905,48550,48955,48815,-49896,49848,-49944,-50050,49745,-49905,-48955,48550,-48815,-202,-151,-39,893,-1346,-1129,-691,-1195,-1090,-49797,
6/12/2015,500.35,979.46,41.55,41.5,41.57,496.8,499.65,,,263310,80366,499.65,955,981.9,977.1,49860,49800,49884,49680,49965,49965,47750,49095,48855,-49800,49860,-49884,-49965,49680,-49965,-49095,47750,-48855,-105,-120,81,765,-2050,-1029,-660,-1930,-948,-50035,
6/15/2015,495.89,970.51,41.13,41.08,41.17,492.65,495.65,,,222639,133087,499.65,940,960,957,49356,49296,49404,49265,49565,49965,47000,48000,47850,-49296,49356,-49404,#VALUE!,#VALUE!,-49965,-48000,47000,-47850,#VALUE!,#VALUE!,561,1356,-2296,-1554,#VALUE!,#VALUE!,-993,-49589,
6/16/2015,493.79,965.34,41.22,41.2,41.23,492.65,495.65,,,309786,121184,495.65,948.8,960,955.7,49464,49440,49476,49265,49565,49565,47440,48000,47785,-49440,49464,-49476,-49565,49265,-49565,-48000,47440,-47785,-101,-175,89,1464,-2000,-1691,-1363,-1825,-1602,-49379,
6/17/2015,495.73,969.4,41.48,41.4,41.46,495.2,498.3,,,354283,77708,495.65,951.5,975,961.4,49776,49680,49752,49520,49830,49565,47575,48750,48070,-49680,49776,-49752,-49830,49520,-49565,-48750,47575,-48070,-54,-160,-187,1026,-2105,-1682,-972,-1945,-1495,-49573,
6/18/2015,500,977.61,41.85,41.82,43.18,495.2,498.3,,,362271,33316,495.65,966.4,973.9,971.4,50220,50184,51816,49520,49830,49565,48320,48695,48570,-50184,50220,-51816,#VALUE!,#VALUE!,-49565,-48695,48320,-48570,#VALUE!,#VALUE!,-2251,1525,-1864,-3246,#VALUE!,#VALUE!,-995,-50000,
6/19/2015,498.15,974.56,41.47,41.48,41.49,495.2,498.3,,,362168,16569,498.15,945,974.9,963.9,49764,49776,49788,49520,49830,49815,47250,48745,48195,-49776,49764,-49788,#VALUE!,#VALUE!,-49815,-48745,47250,-48195,#VALUE!,#VALUE!,27,1019,-2526,-1593,#VALUE!,#VALUE!,-1566,-49815,
